	A	B	C	D	NEXTWEEKBAP	BAP	BD	SAC	PK	NIMISSFIND	NIMEMREF	OL
2016:3:4:7:ASSISTANTS	0	2	3	2	0	1	12	5	5	10	1	8
2016:3:4:7:BADE_A_E	0	0	0	3	0	0	3	1	8	1	1	3
2016:3:4:7:BADE_B_E	0	0	1	2	0	0	3	0	6	4	0	4
2016:3:4:7:BADE_S	0	0	0	6	0	0	6	0	7	3	0	9
2016:3:4:7:BANQIAO_S	1	0	0	0	1	0	1	2	3	3	2	2
2016:3:4:7:BEITOU_E	0	2	3	4	1	0	9	3	14	10	0	20
2016:3:4:7:BEITOU_S	0	0	0	2	0	0	8	4	13	7	1	11
2016:3:4:7:DANFENG_E	1	1	4	2	1	0	12	0	6	10	0	13
2016:3:4:7:DANSHUI_A_E	0	0	1	1	0	0	2	3	1	1	0	9
2016:3:4:7:DANSHUI_B_E	0	0	2	2	0	1	4	0	1	2	0	9
2016:3:4:7:GUISHAN_E	0	0	2	1	0	0	3	1	5	1	0	9
2016:3:4:7:HUALIAN_1_E	0	0	0	4	0	0	4	2	4	2	1	6
2016:3:4:7:HUALIAN_1_S	0	0	3	5	0	0	10	2	12	7	0	13
2016:3:4:7:HUALIAN_2_E	0	1	1	2	1	0	5	3	4	2	0	8
2016:3:4:7:HUALIAN_2_ZL	0	0	3	1	0	0	6	2	11	17	0	21
2016:3:4:7:HUALIAN_3_E	0	0	0	2	0	0	2	2	8	6	1	17
2016:3:4:7:HUALIAN_3_S	0	0	0	2	0	0	6	1	10	7	0	7
2016:3:4:7:JILONG_A_E	0	0	3	5	0	0	9	3	13	3	1	5
2016:3:4:7:JILONG_B_E	1	0	0	5	1	0	6	4	10	5	1	3
2016:3:4:7:JINGXIN_S	0	0	0	2	0	0	2	1	8	2	0	9
2016:3:4:7:JINGXIN_ZL	0	0	4	3	0	1	10	4	11	7	0	7
2016:3:4:7:JINHUA_S	0	0	0	1	0	0	1	2	8	5	0	21
2016:3:4:7:JINHUA_ZL	0	0	3	7	0	0	13	1	8	7	0	16
2016:3:4:7:LONGTAN_E	0	0	1	1	0	0	4	5	8	2	1	2
2016:3:4:7:LUODONG_A_E	0	0	1	3	0	1	5	0	9	4	0	4
2016:3:4:7:LUODONG_B_E	0	1	0	4	1	0	6	2	8	1	0	6
2016:3:4:7:LUZHOU_A_E	0	0	1	2	0	0	3	3	7	4	1	5
2016:3:4:7:LUZHOU_B_E	0	0	4	0	0	0	6	2	6	6	0	19
2016:3:4:7:MIAOLI_E	0	0	1	1	0	1	3	4	5	5	0	7
2016:3:4:7:MUZHA_E	0	0	0	5	0	1	5	2	12	3	2	5
2016:3:4:7:MUZHA_S	0	0	2	4	0	0	6	3	9	2	0	5
2016:3:4:7:NEIHU_E	0	0	1	6	0	0	7	2	6	5	2	3
2016:3:4:7:NEIHU_S	0	0	1	4	0	0	5	3	5	4	0	7
2016:3:4:7:OFFICE_E	0	0	0	0	0	0	0	0	0	0	0	1
2016:3:4:7:SANCHONG_E	0	0	3	3	0	0	6	2	11	4	0	2
2016:3:4:7:SANCHONG_S	0	0	2	5	0	0	8	6	7	6	0	8
2016:3:4:7:SANXIA_A_E	0	0	0	3	0	0	5	1	5	4	0	7
2016:3:4:7:SANXIA_B_E	0	0	1	2	0	0	3	1	6	2	0	5
2016:3:4:7:SHILIN_S	0	0	0	4	0	0	7	3	8	1	3	3
2016:3:4:7:SHILIN_ZL	0	0	0	3	0	0	6	2	9	12	0	18
2016:3:4:7:SIYUAN_E	0	0	1	0	0	0	1	2	5	1	1	4
2016:3:4:7:SONGSHAN_S	0	0	2	3	0	0	10	1	9	5	0	6
2016:3:4:7:SONGSHAN_ZL	0	0	3	7	0	0	11	5	14	5	1	17
2016:3:4:7:TAIDONG_1_E	1	0	3	2	1	0	7	4	11	7	0	13
2016:3:4:7:TAIDONG_1_S	0	0	2	1	0	0	4	2	9	9	0	10
2016:3:4:7:TAIDONG_2_S	0	0	1	3	0	1	4	4	5	1	0	1
2016:3:4:7:TAIDONG_2_ZL	1	0	5	3	1	1	10	5	10	4	2	10
2016:3:4:7:TAIDONG_3_E	0	1	3	2	1	0	6	6	10	0	1	4
2016:3:4:7:TAO_1_A	0	0	3	2	0	0	5	4	10	4	1	10
2016:3:4:7:TAO_1_B	0	0	0	2	0	0	2	3	8	3	1	2
2016:3:4:7:TAO_2_E	0	0	1	3	0	0	4	1	5	0	1	11
2016:3:4:7:TAO_2_S	1	0	2	3	1	0	6	7	5	1	1	4
2016:3:4:7:TAO_3_E	0	0	3	0	0	0	3	3	4	2	0	2
2016:3:4:7:TAO_3_E_ZL	0	0	0	3	0	0	13	5	8	21	1	22
2016:3:4:7:TAO_4_E	0	0	1	3	0	0	6	1	4	4	0	12
2016:3:4:7:TAO_4_S	0	0	1	2	0	0	6	1	6	7	0	15
2016:3:4:7:TIANMU_A_E	0	0	1	4	0	0	6	2	8	2	0	12
2016:3:4:7:TIANMU_B_E	0	1	3	1	0	0	10	2	11	8	1	24
2016:3:4:7:TOUFEN_E	0	1	0	1	1	1	2	2	11	2	0	6
2016:3:4:7:TOUR_S	0	0	2	0	0	0	6	1	8	10	0	26
2016:3:4:7:TUCHENG_S	0	0	4	8	0	0	12	4	10	1	2	0
2016:3:4:7:TUCHENG_ZL	0	0	3	5	0	0	16	3	14	11	1	20
2016:3:4:7:WANDA_E	0	1	0	3	0	0	7	2	8	7	1	17
2016:3:4:7:WANDA_S	0	0	1	0	0	0	1	2	5	0	0	7
2016:3:4:7:XIANGSHAN_E	0	1	4	1	1	0	12	6	13	13	1	8
2016:3:4:7:XINAN_S	0	0	3	3	0	0	6	2	7	6	1	21
2016:3:4:7:XINBAN_E	0	0	1	2	0	0	3	1	4	10	1	6
2016:3:4:7:XINDIAN_E	0	0	2	2	0	0	4	2	7	1	0	5
2016:3:4:7:XINDIAN_S	0	0	2	4	0	0	6	1	9	2	4	9
2016:3:4:7:XINPU_E	0	1	2	1	0	0	4	3	4	8	0	8
2016:3:4:7:XINZHU_1_E	0	1	1	0	0	0	4	1	0	5	0	6
2016:3:4:7:XINZHU_1_S	0	0	3	0	1	0	8	2	9	11	0	17
2016:3:4:7:XINZHU_3_S	1	0	0	1	0	0	2	4	1	14	0	25
2016:3:4:7:XINZHU_3_ZL	1	0	1	4	1	0	11	7	12	9	3	26
2016:3:4:7:XIZHI_A_E	0	0	0	3	0	0	3	1	7	4	1	10
2016:3:4:7:XIZHI_B_E	0	0	2	3	0	0	6	2	7	10	0	13
2016:3:4:7:XIZHI_S	0	2	1	0	2	0	5	2	8	6	0	3
2016:3:4:7:YILAN_E	0	0	6	4	0	0	13	1	6	4	0	32
2016:3:4:7:YILAN_S	0	0	2	5	0	0	11	1	8	9	0	10
2016:3:4:7:YONGHE_S	0	0	2	4	1	0	13	5	14	10	0	23
2016:3:4:7:YULI_E	0	0	2	2	0	0	4	0	3	2	0	5
2016:3:4:7:YULI_S	0	0	2	3	0	0	5	0	3	3	0	11
2016:3:4:7:ZHONGHE_1_E	0	0	0	1	0	0	1	3	7	1	0	7
2016:3:4:7:ZHONGHE_2_E	0	0	2	1	0	0	3	1	4	1	0	5
2016:3:4:7:ZHONGHE_2_S	0	1	2	3	1	0	8	2	7	3	0	9
2016:3:4:7:ZHONGLI_1_E	0	1	3	1	1	0	7	3	14	12	0	11
2016:3:4:7:ZHONGLI_1_S	0	0	0	1	0	0	3	4	4	4	0	3
2016:3:4:7:ZHONGLI_2_E	0	0	1	6	0	0	9	8	7	5	0	5
2016:3:4:7:ZHUBEI_1_E	0	0	0	0	0	0	0	0	5	6	1	8
2016:3:4:7:ZHUBEI_2_E	0	0	1	1	0	1	2	2	8	4	0	6
2016:3:4:7:ZHUBEI_2_S	0	0	2	0	0	0	2	1	5	3	0	5
2016:3:4:7:ZHUBEI_3_S	0	2	1	1	0	0	4	5	6	3	0	4
2016:3:4:7:ZHUDONG_E	0	1	0	2	0	0	7	2	4	2	0	6
2016:3:4:7:ZHUDONG_S	0	0	4	1	0	0	5	5	6	5	0	2
2016:3:4:7:ZHUNAN_S	0	0	3	3	0	0	7	3	10	6	0	8
2016:3:4:7:ZHUNAN_ZL	0	0	0	0	0	0	0	0	6	6	0	6
2016:4:1:7:ANKANG_E	0	1	2	2	0	0	6	2	8	4	1	9
2016:4:1:7:ASSISTANTS	0	2	5	1	0	0	0	5	9	4	3	4
2016:4:1:7:BADE_A_E	0	0	4	1	0	0	5	4	9	1	0	7
2016:4:1:7:BADE_B_E	0	0	1	2	0	0	4	1	3	4	0	6
2016:4:1:7:BADE_S	0	0	0	2	0	0	3	3	6	7	0	9
2016:4:1:7:BANQIAO_S	0	0	0	0	0	1	0	0	2	2	0	9
2016:4:1:7:BEITOU_E	0	1	1	3	0	0	5	4	10	3	1	13
2016:4:1:7:BEITOU_S	0	0	0	2	0	0	6	0	11	6	0	11
2016:4:1:7:DANFENG_E	0	0	4	4	0	1	12	3	10	12	0	16
2016:4:1:7:DANSHUI_A_E	0	0	1	2	0	0	3	2	7	2	1	7
2016:4:1:7:DANSHUI_B_E	0	0	1	2	0	0	4	0	4	2	3	8
2016:4:1:7:GUISHAN_E	0	0	2	2	0	0	4	4	9	6	0	4
2016:4:1:7:HUALIAN_1_E				5			5	1	5	0	0	6
2016:4:1:7:HUALIAN_1_S	0	1	3	1	0	0	6	4	11	7	0	13
2016:4:1:7:HUALIAN_2_E	0	1	1	3	0	1	7	2	10	10	0	11
2016:4:1:7:HUALIAN_2_ZL				6			7	6	8	5		10
2016:4:1:7:HUALIAN_3_E	0	0	0	9	0	0	9	3	7	9	0	9
2016:4:1:7:HUALIAN_3_S				5	0	0	9	0	10	6	0	11
2016:4:1:7:JILONG_A_E	0	0	3	3	0	0	6	2	14	7	2	8
2016:4:1:7:JILONG_B_E	0	0	0	3	0	1	3	2	15	6	1	6
2016:4:1:7:JINGXIN_S	0	0	0	2	0	0	2	2	10	4	0	4
2016:4:1:7:JINGXIN_ZL			3	3	0	0	10	2	8	13	0	10
2016:4:1:7:JINHUA_S	0	0	1	0	0	0	1	2	10	5	0	19
2016:4:1:7:JINHUA_ZL	0	1	2	6	0	0	11	1	8	5	1	12
2016:4:1:7:LONGTAN_E	0	0	1	2	0	0	4	3	7	3	0	5
2016:4:1:7:LUODONG_A_E	0	0	0	1	0	0	0	0	6	7	0	5
2016:4:1:7:LUODONG_B_E	0	0	0	4	0	0	4	3	6	6	1	7
2016:4:1:7:LUZHOU_A_E	0	0	3	1	0	0	4	2	6	7	0	18
2016:4:1:7:LUZHOU_B_E	0	0	3	1	0	0	11	1	6	8	0	19
2016:4:1:7:MIAOLI_E	0	0	1	2	0	0	3	5	8	1	0	4
2016:4:1:7:MUZHA_E			1	6			8	2	6	7	1	12
2016:4:1:7:MUZHA_S			1	5	0	0	6	1	8	5	0	4
2016:4:1:7:NEIHU_E	0	0	1	3	0	0	5	3	9	6	1	2
2016:4:1:7:NEIHU_S	0	0	0	6	0	0	6	5	10	6	0	5
2016:4:1:7:OFFICE_E	0	0	0	0	0	0	0	0	0	0	0	0
2016:4:1:7:SANCHONG_E	0	0	2	3	0	0	5	1	12	6	0	6
2016:4:1:7:SANCHONG_S	0	0	2	1	0	0	4	1	10	3	0	5
2016:4:1:7:SANXIA_A_E	0	0	2	2	0	0	6	2	7	4	0	12
2016:4:1:7:SANXIA_B_E	0	0	2	0	0	0	2	1	6	5	0	5
2016:4:1:7:SHILIN_S	0	0	1	3	0	0	6	2	10	4	2	6
2016:4:1:7:SHILIN_ZL	0	0	0	4	0	0	6	1	8	5	0	14
2016:4:1:7:SIYUAN_E	0	1	0	0	0	0	1	2	5	2	1	10
2016:4:1:7:SONGSHAN_S			2	5			10	2	10	5		6
2016:4:1:7:SONGSHAN_ZL	0	0	3	7	0	0	10	2	11	2	1	9
2016:4:1:7:TAIDONG_1_E	0	0	4	2	0	1	6	6	11	3	0	10
2016:4:1:7:TAIDONG_1_S	0	0	2	0	0	0	3	2	8	7	0	9
2016:4:1:7:TAIDONG_2_S			4	2			6	1	7	5	0	5
2016:4:1:7:TAIDONG_2_ZL	0	0	5	3		1	9	4	8	1	0	7
2016:4:1:7:TAIDONG_3_E	0	0	2	1	0	1	3	4	9	0	1	1
2016:4:1:7:TAO_1_A	0	0	3	2	0	0	5	5	8	5	1	8
2016:4:1:7:TAO_1_B	0	0	0	2	1	0	2	6	7	3	1	3
2016:4:1:7:TAO_2_E	0	0	3	3	0	0	6	2	5	3	0	9
2016:4:1:7:TAO_2_S			2	5	0	1	7	6	6	6	0	6
2016:4:1:7:TAO_3_E			1	1	0	0	2	1	6	1	0	2
2016:4:1:7:TAO_3_E_ZL	0	0	3	2	0	0	14	8	13	25	1	12
2016:4:1:7:TAO_4_E	0	1	1	2	0	0	5	2	10	5	2	8
2016:4:1:7:TAO_4_S	0	0	2	1	0	0	6	1	8	5	1	19
2016:4:1:7:TIANMU_A_E	0	0	0	4	0	0	5	3	9	6	2	12
2016:4:1:7:TIANMU_B_E	0	1	3	3	0	0	10	5	11	7	1	21
2016:4:1:7:TOUFEN_E	0	0	2	1	0	1	4	2	14	6	0	9
2016:4:1:7:TOUR_S	0	0	3	1	0	0	7	2	5	5	0	13
2016:4:1:7:TUCHENG_S	0 	1	3	8	0	0	12	4	8	5	3	4
2016:4:1:7:TUCHENG_ZL	0	0	3	5	0	0	11	3	12	8	1	12
2016:4:1:7:WANDA_E		1		5	0	0	7	1	9	7	1	10
2016:4:1:7:WANDA_S	0	0	1	0	0	0	0	3	3	0	1	11
2016:4:1:7:XIANGSHAN_E	0	0	4	0	0	0	7	5	10	7	3	12
2016:4:1:7:XINAN_S	0	1	1	3	0	0	5	3	9	2	3	11
2016:4:1:7:XINBAN_E	0	0	1	0	0	0	2	0	6	9	0	5
2016:4:1:7:XINDIAN_E	0	0	2	0	0	0	2	0	4	6	0	6
2016:4:1:7:XINDIAN_S	0	0	1	3	0	0	4	1	6	4	0	11
2016:4:1:7:XINPU_E	0	1	1	2	0	0	5	0	6	6	0	11
2016:4:1:7:XINZHU_1_E	0	1	2	0	0	0	5	6	4	3	3	8
2016:4:1:7:XINZHU_1_S	0	0	2	1	0	1	9	2	7	7	0	12
2016:4:1:7:XINZHU_3_S	0	0	0	4	0	0	4	1	7	4	0	10
2016:4:1:7:XINZHU_3_ZL	1	0	1	3	0	0	8	3	11	7	0	12
2016:4:1:7:XIZHI_A_E	0	0	1	3	0	0	4	1	6	4	1	7
2016:4:1:7:XIZHI_B_E	0	0	2	2	0	0	5	3	4	2	1	9
2016:4:1:7:XIZHI_S	0	1	0	0	0	2	3	1	7	1	0	1
2016:4:1:7:YILAN_E	0	0	4	4	0	0	13	3	5	6	0	25
2016:4:1:7:YILAN_S	0	0	1	4	0	0	9	1	12	5	1	5
2016:4:1:7:YONGHE_S	0	0	1	4	1	0	9	5	6	9	0	18
2016:4:1:7:YULI_E	0	0	2	1	0	0	3	1	3	3	0	13
2016:4:1:7:YULI_S		2		2	0	0	4	2	5	4	0	14
2016:4:1:7:ZHONGHE_1_E	0	0	0	1	0	0	1	1	5	3	2	4
2016:4:1:7:ZHONGHE_2_E	0	0	1	1	0	0	3	2	8	5	0	7
2016:4:1:7:ZHONGHE_2_S	 0	0	3	3	0	1	10	3	10	5	0	5
2016:4:1:7:ZHONGLI_1_E	0	0	3	2	0	1	9	3	13	5	0	5
2016:4:1:7:ZHONGLI_1_S		1	3		0	0	5	3	6	6	0	13
2016:4:1:7:ZHONGLI_2_E	0	0	1	6	0	0	7	4	12	7	0	8
2016:4:1:7:ZHUBEI_1_E	0	0	1	1	0	0	2	1	9	4	0	12
2016:4:1:7:ZHUBEI_2_E	0	1	0	0	0	0	1	0	5	1	0	3
2016:4:1:7:ZHUBEI_2_S	0	0	2	6	2	0	8	0	8	6	0	5
2016:4:1:7:ZHUBEI_3_S	0	3	0	0	0	0	6	2	8	8	0	9
2016:4:1:7:ZHUDONG_E		1	1	2			9	2	11	5		11
2016:4:1:7:ZHUDONG_S			4	1	0	0	0	0	5	0	0	2
2016:4:1:7:ZHUNAN_S	0	0	3	7	0	0	10	3	13	3	1	5
2016:4:1:7:ZHUNAN_ZL	0	0	2	4	0	0	8	1	7	4	0	13
2016:4:2:7:ANKANG_E	0	1	2	2	1	0	7	4	8	5	3	6
2016:4:2:7:ASSISTANTS	2	1	4	2	2	0	17	6	8	6	2	10
2016:4:2:7:BADE_A_E	0	0	4	1		0	6	1	9	6	0	5
2016:4:2:7:BADE_B_E	0	0	1	2	0	0	5	0	5	4	0	3
2016:4:2:7:BADE_S	0	0	3	0	0	0	5	1	5	4	0	5
2016:4:2:7:BANQIAO_S	0	0	0	0	0	0	0	0	2	2	0	7
2016:4:2:7:BEITOU_E	0	2	1	1	0	0	4	3	10	5	0	13
2016:4:2:7:BEITOU_S	0	0	2	1	0	0	4	4	10	5	0	10
2016:4:2:7:DANFENG_E	1	0	1	5	1	0	8	3	8	8	1	7
2016:4:2:7:DANSHUI_A_E	0	0	2	1	1	0	3	2	6	2	0	4
2016:4:2:7:DANSHUI_B_E	0	0	2	1	0	0	4	1	3	4	0	8
2016:4:2:7:GUISHAN_E	0	0	5	1		0	6	1	6	4	0	5
2016:4:2:7:HUALIAN_1_E			1	4			5	3	7	2		4
2016:4:2:7:HUALIAN_1_S	0	0	5	0	0	0	5	3	6	4	0	7
2016:4:2:7:HUALIAN_2_E	0	1	1	5	1	0	8	2	2	7	0	11
2016:4:2:7:HUALIAN_2_ZL	0	0	2	0	0	0	4	5	11	9	0	12
2016:4:2:7:HUALIAN_3_E	0	0	2	7	0	0	9	3	10	5	0	8
2016:4:2:7:HUALIAN_3_S				5	0	0	10	3	9	11	0	7
2016:4:2:7:JILONG_A_E	0	0	2	4	0	0	6	2	8	4	0	4
2016:4:2:7:JILONG_B_E	0	0	1	3	0	0	4	4	8		0	6
2016:4:2:7:JINGXIN_S	0	1	0	0	1	0	2	2	6	4	0	9
2016:4:2:7:JINGXIN_ZL	0	0	3	3	0	0	12	4	11	8	1	8
2016:4:2:7:JINHUA_S	0	0	1	0	1	0	1	0	1	2	0	5
2016:4:2:7:JINHUA_ZL	0	1	3	6		0	12	3	8	7	0	12
2016:4:2:7:LONGTAN_E	0	0	1	3	0	0	6	1	8	3	0	1
2016:4:2:7:LUODONG_A_E	 0	0	1 	1	0	0	2	3	10	6	0	5
2016:4:2:7:LUODONG_B_E	1	0	0	3	1	0	4	2	5	3	0	3
2016:4:2:7:LUZHOU_A_E	0	0	2	4	1	0	6	0	8	2	0	11
2016:4:2:7:LUZHOU_B_E	0	1	1	1	0	0	9	1	5	8	0	12
2016:4:2:7:MIAOLI_E	0	0	1	1	0	0	3	2	3	3	0	17
2016:4:2:7:MUZHA_E			1	6			9	4	8	4	0	4
2016:4:2:7:MUZHA_S			1	3	0	0	4	0	10	4	1	5
2016:4:2:7:NEIHU_E	0	0	1	2	0	0	3	3	7	4	2	5
2016:4:2:7:NEIHU_S	0	1	1	5	1	0	7	4	8	3	0	4
2016:4:2:7:OFFICE_E									1			1
2016:4:2:7:SANCHONG_E	0	0	2	5	0	0	7	4	13	4	1	8
2016:4:2:7:SANCHONG_S			1		0	0	4	1	6	3	0	5
2016:4:2:7:SANXIA_A_E	0	1	0	2	0	0	6	3	8	5	0	5
2016:4:2:7:SANXIA_B_E	0	0	2	0	0	0	4	1	7	5	0	7
2016:4:2:7:SHILIN_S	0	0	1	2	0	0	5	2	5	4	0	7
2016:4:2:7:SHILIN_ZL	0	0	0	3	0	0	5	3	8	5	1	11
2016:4:2:7:SIYUAN_E	1	0	1	0	1	0	2	1	3	4	0	6
2016:4:2:7:SONGSHAN_S			3	2			10	5	8	4	0	3
2016:4:2:7:SONGSHAN_ZL	0	0	2	4	1	0	7	3	13	7	0	9
2016:4:2:7:TAIDONG_1_E	0	0	4	3	0	0	8	4	8	4	0	10
2016:4:2:7:TAIDONG_1_S	0	0	1	2	1	0	7	3	7	7	1	10
2016:4:2:7:TAIDONG_2_S	4				4		4	5	7	4	1	4
2016:4:2:7:TAIDONG_2_ZL	0	0	4	4		0	10	7	9	4	0	7
2016:4:2:7:TAIDONG_3_E	1	0	1	0	1	0	2	0	3	5	0	11
2016:4:2:7:TAO_1_A	0	0	5	4	0	0	9	7	6	3	0	10
2016:4:2:7:TAO_1_B	0	0	1	1	1	0	2	4	9	2	2	3
2016:4:2:7:TAO_2_E	0	1	2	2	1	0	8	5	8	7	0	5
2016:4:2:7:TAO_2_S	0	0	2	6	0	0	8	2	4	6	0	6
2016:4:2:7:TAO_3_E			1	1			2	3	4	0	0	2
2016:4:2:7:TAO_3_E_ZL	0	0	7	6	0	0	16	7	14	18	0	13
2016:4:2:7:TAO_4_E	0	0	0	2	0	0	3	0	2	2	0	6
2016:4:2:7:TAO_4_S	0	0	2	0	0	0	5	3	8	3	1	6
2016:4:2:7:TIANMU_A_E	0	0	2	3	0	0	5	5	11	5	0	10
2016:4:2:7:TIANMU_B_E	0	2	4	2	0	0	11	7	10	7	1	12
2016:4:2:7:TOUFEN_E	0	0	1	2	0	0	4	2	7	5	0	17
2016:4:2:7:TOUR_S	0	1	1	3	0	0	7	4	7	5	0	26
2016:4:2:7:TUCHENG_S	0	1	5	6	1	0	12	2	7	2	0	2
2016:4:2:7:TUCHENG_ZL	0	0	4	2	0	0	9	4	13	8	1	14
2016:4:2:7:WANDA_E		1		4	1	0	8	3	8	7	1	15
2016:4:2:7:WANDA_S	0	0	0	0	0	0	0	2	3	4	0	12
2016:4:2:7:XIANGSHAN_E	0	1	3	1	1	0	8	5	6	4	0	8
2016:4:2:7:XINAN_S	0	1	1	4	1	0	7	1	10	8	0	25
2016:4:2:7:XINBAN_E	0	0	0	1	0	0	1	4	3	5	0	4
2016:4:2:7:XINDIAN_E	0	0	1	2	0	0	3	1	10	6	0	5
2016:4:2:7:XINDIAN_S	0	0	1	1	0	0	4	0	4	6	0	9
2016:4:2:7:XINPU_E	0	0	0	3	0	0	3	2	3	5	0	3
2016:4:2:7:XINZHU_1_E	0	0	1	1	0	0	3	2	5	2	0	8
2016:4:2:7:XINZHU_1_S	0	0	2	0	0	0	5	1	13	9	2	19
2016:4:2:7:XINZHU_3_S	0	0	0	4	0	0	5	1	7	8	0	8
2016:4:2:7:XINZHU_3_ZL	0	1	3	4	0	0	9	3	11	9	0	16
2016:4:2:7:XIZHI_A_E	0	0	1	3	0	0	4	2	5	4	0	5
2016:4:2:7:XIZHI_B_E	0	0	1	2	0	0	3	1	6	5	0	11
2016:4:2:7:XIZHI_S	0	1	0	0	1	0	2	2	7	2	0	4
2016:4:2:7:YILAN_E	0	0	4	4	0	0	8	1	4	5	0	16
2016:4:2:7:YILAN_S			3	5	0	0	11	3	7	4	0	6
2016:4:2:7:YONGHE_S	0	0	1	2	0	1	8	5	6	9	2	11
2016:4:2:7:YULI_E	0	0	2	1	0	0	3	0	6	3	0	8
2016:4:2:7:YULI_S	1		1	3	1	0	5	2	3	4	0	11
2016:4:2:7:ZHONGHE_1_E	0	0	0	1	0	0	1	1	5	1	0	9
2016:4:2:7:ZHONGHE_2_E	0	0	1	0	0	0	2	1	3	4	0	4
2016:4:2:7:ZHONGHE_2_S	0	0	2	2	0	0	9	4	7	3	0	3
2016:4:2:7:ZHONGLI_1_E	0	0	3	2	0	0	11	1	9	2	0	7
2016:4:2:7:ZHONGLI_1_S			2	1	0	0	6	4	9	6	0	13
2016:4:2:7:ZHONGLI_2_E	0	0	4	6	0	0	13	8	6	8	0	12
2016:4:2:7:ZHUBEI_1_E	0	0	1	1	0	0	2	0	5	1	1	10
2016:4:2:7:ZHUBEI_2_E	0	0	1	0	0	0	1	0	3	0	0	5
2016:4:2:7:ZHUBEI_2_S	0	0	1	7	1	0	8	0	2	2	1	7
2016:4:2:7:ZHUBEI_3_S	2	1	0	0	3	0	5	3	3	6	0	9
2016:4:2:7:ZHUDONG_E		1	2				4	0	6	2	0	8
2016:4:2:7:ZHUDONG_S			4	2	0	0	6	1	4	0	0	1
2016:4:2:7:ZHUNAN_S	 0	0	2	3	  0	0	9	7	10	5	0	8
2016:4:2:7:ZHUNAN_ZL	0	0	2	4	0	0	9	3	10	5	0	8
2016:4:3:7:ANKANG_E	0	0	2	3	0	1	6	2	9	7	2	10
2016:4:3:7:ASSISTANTS	0	0	7	3	0	2	17	9	10	2	5	8
2016:4:3:7:BADE_A_E	0	1	3	2	1	0	6	3	10	2	0	5
2016:4:3:7:BADE_B_E	0	0	1	2	0	0	4	1	7	5	1	2
2016:4:3:7:BADE_S	0	0	0	1	0	0	3	0	6	3	0	3
2016:4:3:7:BANQIAO_S	0	0	0	0	0	0	4	2	3	10	0	14
2016:4:3:7:BEITOU_E	0	1	0	2	1	0	3	4	8	4	0	8
2016:4:3:7:BEITOU_S	0	0	2	1	0	0	6	1	12	4	0	6
2016:4:3:7:DANFENG_E	1	0	2	3	1	0	7	2	10	5	0	2
2016:4:3:7:DANSHUI_A_E	0	0	1	2	0	0	3	1	6	2	0	5
2016:4:3:7:DANSHUI_B_E	0	0	2	2	0	0	4	1	7	4	0	6
2016:4:3:7:GUISHAN_E	0	0	3	1	0	0	4	4	9	1	1	3
2016:4:3:7:HUALIAN_1_E			2	2			4	2	8	1	0	4
2016:4:3:7:HUALIAN_1_S	0	1	3	1	1	0	6	3	7	12	0	19
2016:4:3:7:HUALIAN_2_E	0	0	1	5	1	0	9	2	8	6	1	5
2016:4:3:7:HUALIAN_2_ZL			2	2			5	3	12	7		13
2016:4:3:7:HUALIAN_3_E	0	0	2	7	0	0	11	1	7	4	0	14
2016:4:3:7:HUALIAN_3_S				3	1	0	10	3	10	3	0	7
2016:4:3:7:JILONG_A_E	0	0	2	3	0	0	5	0	16	10	2	6
2016:4:3:7:JILONG_B_E	0	0	2	1	0	0	3	2	7	6	0	0
2016:4:3:7:JINGXIN_S	0	0	0	0	0	0	0	0	6	5	0	3
2016:4:3:7:JINGXIN_ZL	0	1	2	4	0	0	10	5	13	11	0	12
2016:4:3:7:JINHUA_S	0	0	0	0	0	0	3	0	3	5	0	26
2016:4:3:7:JINHUA_ZL	0	1	3	6			13	2	8	6	1	7
2016:4:3:7:LONGTAN_E	0	0	2	2	0	0	5	3	8	3	0	4
2016:4:3:7:LUODONG_A_E	0	0	2	2	0	0	4	4	7	7	0	6
2016:4:3:7:LUODONG_B_E	0	0	0	5	0	1	5	1	8	6	0	8
2016:4:3:7:LUZHOU_A_E	0	0	2	3	0	0	9	0	8	6	1	16
2016:4:3:7:LUZHOU_B_E	1	1	0	2	1	0	7	1	7	7	0	10
2016:4:3:7:MIAOLI_E	0	0	1	2	1	0	5	4	9	5	1	16
2016:4:3:7:MUZHA_E				5			6	3	8	6		7
2016:4:3:7:MUZHA_S			2	2	0	0	4	1	7	6	1	10
2016:4:3:7:NEIHU_E	0	0	1	1	0	0	4	2	8	2	0	2
2016:4:3:7:NEIHU_S	0	0	1	4	0	1	5	4	4	3	0	9
2016:4:3:7:OFFICE_E												2
2016:4:3:7:SANCHONG_E	0	0	3	7	0	0	10	4	13	4	0	1
2016:4:3:7:SANCHONG_S				1			5	5	10	5	2	8
2016:4:3:7:SANXIA_A_E	0	1	1	2	1	0	6	2	3	5	1	15
2016:4:3:7:SANXIA_B_E	0	0	3	0	0	0	7	1	8	5	0	5
2016:4:3:7:SHILIN_S	0	0	1	3	0	0	6	1	11	2	0	5
2016:4:3:7:SHILIN_ZL	0	0	1	3	0	0	6	4	8	9	1	22
2016:4:3:7:SIYUAN_E	0	0	3	1	0	0	4	0	3	3	0	14
2016:4:3:7:SONGSHAN_S			1	5			6	1	8	4	0	13
2016:4:3:7:SONGSHAN_ZL	0	0	1	3	0	0	5	4	8	9	0	14
